"Wine_ID","Brown_Color_avg","Orange_Color_avg","Red_Color_avg","Green_Color_avg","Yellow_Color_avg","Pink_Color_avg","Muscadine_Fruity_Aroma_avg","Red_Fruit_Aroma_avg","Apple_Pear_Aroma_avg","Bubblegum_Aroma_avg","Chemical_Aroma_avg","Jammy_Aroma_avg","Floral_Aroma_avg","Herbaceous_Aroma_avg","Green_Grassy_Aroma_avg","Petroleum_Aroma_avg","Spice_Aroma_avg","Stone_Fruits_Aroma_avg","Wood_Aroma_avg","Earthy_Aroma_avg","Sulfidic_Aroma_avg","Sulfite_Aroma_avg","Acetic_Aroma_avg","Oxidized_Aroma_avg","Foxy_Aroma_avg","Citrus_Aroma_avg","Honey_Aroma_avg","Stone_Fruit_Aroma_avg","Tropical_Aroma_avg","Muscadine_Taste_avg","Red_Fruit_Taste_avg","Sweet_Taste_avg","Bitter_Taste_avg","Sour_Taste_avg","Astringent_Taste_avg","Dry_Taste_avg","Oxidized_Taste_avg","Herbaceous_Taste_avg","Green_Grassy_Taste_avg","Jammy_Taste_avg","Crisp_Taste_avg","Honey_Taste_avg","Color_Liking_avg","Aroma_Liking_avg","Taste_Liking_avg","Overall_Quality_Liking_avg","Color_Intensity_avg","Muscadine_Aroma_Intensity_avg","Muscadine_Flavor_Intensity_avg","Sweetness_Intensity_avg","Bitterness_Intensity_avg","Astringency_Intensity_avg","Sourness_Intensity_avg"
"A1",0.0555555555555556,0.0185185185185185,1,NA,NA,NA,0.851851851851852,0.703703703703704,0.240740740740741,0.203703703703704,0.203703703703704,0.444444444444444,0.240740740740741,0.0555555555555556,0.0185185185185185,0.0555555555555556,0.222222222222222,0.111111111111111,0.148148148148148,0.0740740740740741,0.0185185185185185,0.148148148148148,0.0555555555555556,0.0555555555555556,0.0555555555555556,NA,NA,NA,NA,0.888888888888889,0.703703703703704,0.833333333333333,0.222222222222222,0.537037037037037,0.444444444444444,0.425925925925926,0.037037037037037,0.148148148148148,0.0555555555555556,0.388888888888889,NA,NA,8.14814814814815,6.72222222222222,6.62962962962963,6.88888888888889,83.8703703703704,59.2777777777778,59.7407407407407,46.3703703703704,17.6111111111111,30.7777777777778,31.6111111111111
"B1",0.166666666666667,0.166666666666667,1,NA,NA,NA,1,0.555555555555556,0.277777777777778,0.333333333333333,0.111111111111111,0.277777777777778,0.222222222222222,0.0555555555555556,0.0555555555555556,0.277777777777778,0.222222222222222,0.111111111111111,0.111111111111111,0,0.222222222222222,0.222222222222222,0.111111111111111,0.111111111111111,0.333333333333333,NA,NA,NA,NA,0.888888888888889,0.666666666666667,0.666666666666667,0.555555555555556,0.611111111111111,0.333333333333333,0.5,0.277777777777778,0.111111111111111,0,0.444444444444444,NA,NA,6.88888888888889,5.72222222222222,5.16666666666667,5.33333333333333,72.1666666666667,60.5555555555556,49.2222222222222,41.3333333333333,25.5,32.1111111111111,31.2222222222222
"C1",0.111111111111111,0.277777777777778,0.944444444444444,NA,NA,NA,0.833333333333333,0.611111111111111,0.277777777777778,0.444444444444444,0.222222222222222,0.388888888888889,0.277777777777778,0,0.0555555555555556,0.166666666666667,0.333333333333333,0.277777777777778,0.277777777777778,0,0,0.277777777777778,0.0555555555555556,0.111111111111111,0.166666666666667,NA,NA,NA,NA,0.555555555555556,0.166666666666667,0.166666666666667,0.722222222222222,0.666666666666667,0.777777777777778,0.777777777777778,0.277777777777778,0.0555555555555556,0.0555555555555556,0.0555555555555556,NA,NA,7.16666666666667,5.94444444444444,2.94444444444444,4.11111111111111,79.1666666666667,60.3888888888889,33.7222222222222,14.2222222222222,45.2222222222222,44.2222222222222,42
"D1",0.222222222222222,0.166666666666667,0.888888888888889,NA,NA,NA,1,0.555555555555556,0.166666666666667,0.555555555555556,0.222222222222222,0.555555555555556,0.111111111111111,0.0555555555555556,0.0555555555555556,0.222222222222222,0.166666666666667,0.166666666666667,0.111111111111111,0.222222222222222,0.111111111111111,0.277777777777778,0.0555555555555556,0.166666666666667,0.277777777777778,NA,NA,NA,NA,0.888888888888889,0.777777777777778,1,0.222222222222222,0.277777777777778,0.166666666666667,0.222222222222222,0,0.0555555555555556,0.0555555555555556,0.722222222222222,NA,NA,5.66666666666667,5.83333333333333,6.55555555555556,6.22222222222222,55.3888888888889,61.2222222222222,62.1666666666667,60.1666666666667,12.6111111111111,16.4444444444444,22.6111111111111
"E1",0.388888888888889,0.333333333333333,0.888888888888889,NA,NA,NA,0.833333333333333,0.388888888888889,0.166666666666667,0.277777777777778,0.222222222222222,0.222222222222222,0.111111111111111,0.0555555555555556,0.111111111111111,0.277777777777778,0.166666666666667,0.333333333333333,0.0555555555555556,0,0.111111111111111,0.222222222222222,0.0555555555555556,0.333333333333333,0.333333333333333,NA,NA,NA,NA,0.888888888888889,0.444444444444444,0.888888888888889,0.388888888888889,0.388888888888889,0.555555555555556,0.111111111111111,0.333333333333333,0,0,0.277777777777778,NA,NA,4.66666666666667,4.88888888888889,4.72222222222222,4.61111111111111,50.2777777777778,47.7777777777778,52.1111111111111,55.3333333333333,22.2777777777778,21.1666666666667,25.6666666666667
"F1",0.111111111111111,0.111111111111111,1,NA,NA,NA,0.666666666666667,0.444444444444444,0.111111111111111,0.0555555555555556,0.277777777777778,0.5,0.277777777777778,0.0555555555555556,0.222222222222222,0.277777777777778,0.111111111111111,0.0555555555555556,0.222222222222222,0.277777777777778,0.166666666666667,0.444444444444444,0.0555555555555556,0.277777777777778,0.333333333333333,NA,NA,NA,NA,0.555555555555556,0.333333333333333,0.277777777777778,0.611111111111111,0.611111111111111,0.555555555555556,0.5,0.5,0.111111111111111,0.277777777777778,0.222222222222222,NA,NA,7.83333333333333,4.94444444444444,3.94444444444444,4.27777777777778,83.3333333333333,46.2777777777778,40.8333333333333,29.2777777777778,34.5555555555556,35.3888888888889,32.5555555555556
"E2",0.666666666666667,0.222222222222222,0.833333333333333,NA,NA,NA,0.888888888888889,0.388888888888889,0.222222222222222,0.222222222222222,0.388888888888889,0.444444444444444,0.111111111111111,0.111111111111111,0,0.555555555555556,0.111111111111111,0.222222222222222,0.111111111111111,0.0555555555555556,0,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,NA,NA,NA,NA,0.611111111111111,0.111111111111111,0.222222222222222,0.666666666666667,0.388888888888889,0.666666666666667,0.611111111111111,0.277777777777778,0.0555555555555556,0,0.0555555555555556,NA,NA,5,5,3.22222222222222,3.72222222222222,64.7777777777778,52,39.9444444444444,20.4444444444444,41.1666666666667,38.2777777777778,31.5555555555556
"G1",0.0555555555555556,0.0555555555555556,0.944444444444444,NA,NA,NA,0.888888888888889,0.777777777777778,0.333333333333333,0.222222222222222,0.111111111111111,0.555555555555556,0.333333333333333,0.111111111111111,0,0.166666666666667,0.166666666666667,0.222222222222222,0.166666666666667,0.166666666666667,0.166666666666667,0.111111111111111,0.0555555555555556,0.111111111111111,0.166666666666667,NA,NA,NA,NA,0.833333333333333,0.777777777777778,0.888888888888889,0.222222222222222,0.388888888888889,0.388888888888889,0.277777777777778,0.0555555555555556,0,0,0.722222222222222,NA,NA,7.83333333333333,6.5,6.66666666666667,6.66666666666667,78.2222222222222,60.7777777777778,58.3333333333333,60.0555555555556,14.2222222222222,18.4444444444444,22.5
"H1",0.111111111111111,0.222222222222222,1,NA,NA,NA,0.888888888888889,0.555555555555556,0.111111111111111,0.277777777777778,0.388888888888889,0.333333333333333,0.111111111111111,0.0555555555555556,0.0555555555555556,0.222222222222222,0.0555555555555556,0.111111111111111,0.111111111111111,0.222222222222222,0.277777777777778,0.0555555555555556,0,0.111111111111111,0.111111111111111,NA,NA,NA,NA,0.444444444444444,0.111111111111111,0,0.722222222222222,0.722222222222222,0.666666666666667,0.833333333333333,0.277777777777778,0.0555555555555556,0,0.0555555555555556,NA,NA,5.38888888888889,5.44444444444444,3.38888888888889,4.05555555555556,45.8333333333333,51.9444444444444,28.7777777777778,13.1111111111111,39.2777777777778,38.5555555555556,40.8888888888889
"D2",0,0.0555555555555556,1,NA,NA,NA,0.944444444444444,0.777777777777778,0.166666666666667,0.444444444444444,0.166666666666667,0.555555555555556,0.333333333333333,0.111111111111111,0.0555555555555556,0.0555555555555556,0.166666666666667,0.166666666666667,0.222222222222222,0.0555555555555556,0,0.277777777777778,0.0555555555555556,0.111111111111111,0.111111111111111,NA,NA,NA,NA,0.555555555555556,0.5,0.0555555555555556,0.777777777777778,0.611111111111111,0.777777777777778,0.833333333333333,0,0.0555555555555556,0.111111111111111,0.111111111111111,NA,NA,7.77777777777778,6.55555555555556,4.11111111111111,4.94444444444444,77.7222222222222,61.5,38.2222222222222,14.6666666666667,33.6111111111111,47.2777777777778,32.6666666666667
"I1",0.0555555555555556,0.388888888888889,0.944444444444444,NA,NA,NA,0.611111111111111,0.333333333333333,0.277777777777778,0.388888888888889,0.666666666666667,0.333333333333333,0.333333333333333,0.111111111111111,0.0555555555555556,0.388888888888889,0.222222222222222,0.0555555555555556,0.166666666666667,0.0555555555555556,0,0.166666666666667,0.0555555555555556,0.0555555555555556,0,NA,NA,NA,NA,0.666666666666667,0.388888888888889,0.777777777777778,0.611111111111111,0.388888888888889,0.666666666666667,0.333333333333333,0.0555555555555556,0.166666666666667,0,0.555555555555556,NA,NA,5.94444444444444,4.44444444444444,4.38888888888889,4.44444444444444,59.1111111111111,36.5555555555556,40.1111111111111,46.5555555555556,34.2777777777778,33.3888888888889,27.8333333333333
"J1",0.222222222222222,1,0.111111111111111,NA,NA,NA,0.722222222222222,0.111111111111111,0.111111111111111,0.0555555555555556,0.611111111111111,0.111111111111111,0,0.0555555555555556,0,0.5,0.111111111111111,0.222222222222222,0,0.222222222222222,0.333333333333333,0.333333333333333,0.166666666666667,0.444444444444444,0.333333333333333,NA,NA,NA,NA,0.833333333333333,0.333333333333333,0.888888888888889,0.277777777777778,0.388888888888889,0.555555555555556,0.222222222222222,0.277777777777778,0.0555555555555556,0,0.277777777777778,NA,NA,3.27777777777778,4.11111111111111,4.83333333333333,4.11111111111111,25.7222222222222,43.2222222222222,45.4444444444444,55.3333333333333,24.7777777777778,35.0555555555556,27.4444444444444
"D3",0.0555555555555556,0.722222222222222,0.777777777777778,NA,NA,NA,0.833333333333333,0.388888888888889,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.166666666666667,0,0.0555555555555556,0.5,0.111111111111111,0.0555555555555556,0.166666666666667,0.111111111111111,0.111111111111111,0.277777777777778,0.166666666666667,0.277777777777778,0.388888888888889,NA,NA,NA,NA,0.888888888888889,0.444444444444444,0.944444444444444,0.388888888888889,0.555555555555556,0.333333333333333,0.444444444444444,0.222222222222222,0,0,0.333333333333333,NA,NA,4.66666666666667,5,4.88888888888889,4.77777777777778,42,49.2222222222222,54.3888888888889,56.9444444444444,22.8888888888889,27.9444444444444,30.3888888888889
"D4",0.166666666666667,0.722222222222222,0.722222222222222,NA,NA,NA,0.888888888888889,0.388888888888889,0.111111111111111,0.222222222222222,0.277777777777778,0.444444444444444,0.0555555555555556,0,0,0.611111111111111,0.0555555555555556,0.277777777777778,0.166666666666667,0.166666666666667,0.111111111111111,0.277777777777778,0.111111111111111,0.166666666666667,0.277777777777778,NA,NA,NA,NA,0.777777777777778,0.611111111111111,0.888888888888889,0.333333333333333,0.611111111111111,0.722222222222222,0.388888888888889,0.166666666666667,0,0.0555555555555556,0.5,NA,NA,4.66666666666667,5.16666666666667,5.27777777777778,4.94444444444444,44.6666666666667,47.1666666666667,53.2222222222222,45.1666666666667,27.1666666666667,31.7222222222222,33.8888888888889
"K1",0.111111111111111,0,1,NA,NA,NA,0.888888888888889,0.777777777777778,0.166666666666667,0.222222222222222,0.166666666666667,0.555555555555556,0.277777777777778,0.0555555555555556,0,0.111111111111111,0.111111111111111,0.277777777777778,0.166666666666667,0.0555555555555556,0.0555555555555556,0,0.111111111111111,0,0.0555555555555556,NA,NA,NA,NA,0.888888888888889,0.722222222222222,0.777777777777778,0.277777777777778,0.722222222222222,0.388888888888889,0.444444444444444,0.0555555555555556,0,0,0.5,NA,NA,8.38888888888889,7.05555555555556,6.55555555555556,6.72222222222222,81.4444444444444,55.3333333333333,57.5,50.5,15.7222222222222,19.3888888888889,28.3333333333333
"C2",0.384615384615385,NA,NA,0.230769230769231,1,0,0.846153846153846,0.153846153846154,0.153846153846154,0.230769230769231,0.384615384615385,0.153846153846154,0.0769230769230769,0.384615384615385,0.0769230769230769,0.538461538461538,NA,NA,0.0769230769230769,0.153846153846154,0.307692307692308,0.538461538461538,0.230769230769231,0.153846153846154,0.769230769230769,0.153846153846154,0.230769230769231,0.230769230769231,0,0.461538461538462,0,0,0.846153846153846,0.923076923076923,0.692307692307692,0.692307692307692,0.153846153846154,NA,NA,NA,0.307692307692308,0,6.30769230769231,5,3.07692307692308,3.76923076923077,34.9230769230769,47.2307692307692,25.5384615384615,12.5384615384615,39.8461538461538,37.4615384615385,55.4615384615385
"C3",0.230769230769231,NA,NA,0.307692307692308,1,0,0.923076923076923,0.0769230769230769,0.230769230769231,0.230769230769231,0.384615384615385,0.153846153846154,0.230769230769231,0.153846153846154,0.0769230769230769,0.461538461538462,NA,NA,0.0769230769230769,0.307692307692308,0.230769230769231,0.384615384615385,0.384615384615385,0.153846153846154,0.384615384615385,0.0769230769230769,0.0769230769230769,0.230769230769231,0.153846153846154,0.923076923076923,0.0769230769230769,1,0.461538461538462,0.769230769230769,0.538461538461538,0.538461538461538,0.153846153846154,NA,NA,NA,0.230769230769231,0.230769230769231,5.76923076923077,4.30769230769231,5.30769230769231,5.38461538461539,44,53,49.8461538461538,54.4615384615385,22.9230769230769,36.8461538461538,45.3846153846154
"H2",0.153846153846154,NA,NA,0.307692307692308,1,0,0.846153846153846,0.153846153846154,0.230769230769231,0.153846153846154,0.538461538461538,0.230769230769231,0.230769230769231,0.230769230769231,0,0.384615384615385,NA,NA,0.0769230769230769,0.307692307692308,0.307692307692308,0.538461538461538,0.384615384615385,0.307692307692308,0.230769230769231,0,0.153846153846154,0,0.307692307692308,0.692307692307692,0.0769230769230769,0.0769230769230769,0.692307692307692,0.846153846153846,0.692307692307692,0.692307692307692,0.384615384615385,NA,NA,NA,0,0,6.38461538461539,4.92307692307692,3.84615384615385,4.15384615384615,41.4615384615385,46.2307692307692,34.5384615384615,14.8461538461538,41.3846153846154,41,49.0769230769231
